STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV20
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/10/2011,4.92,9999,,0,0,0,,53,43,,20,10,,8.9,10.1,,,,,,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/10/2011,11.18,9999,,0.9,0,0,,49,35,,10,360,,21.9,30,,,,1,,,,,,,,,1,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/10/2011,7.16,9999,,0,0,0,,48,34,,360,350,,19.9,25.1,,,,,,,,,,,,,1,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/10/2011,14.09,9999,,1.03,1.1,1,,44,33,,350,330,,25.9,38,,,,1,,,,1,,,,,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/10/2011,12.3,9999,,0.12,1.2,1,,47,32,,350,360,,29.1,44.1,,,,,,,,,,,,1,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/10/2011,2.68,9999,,0,0,0,,52,27,,150,150,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/11/2011,8.28,,,0,0,0,,54,34,,30,60,,17.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/11/2011,3.8,,,0,0,0,,58,35,,340,200,,10.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/11/2011,5.14,,,0,0,0,,61,32,,230,240,,17,21.9,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/11/2011,12.3,,,0,0,0,,51,36,,360,360,,25.9,33.1,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/11/2011,6.26,,,0,0,0,,50,29,,10,10,,16.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/11/2011,5.37,,,0,0,0,,57,26,,250,240,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/11/2011,6.93,,,0,0,0,,64,35,,250,240,,17,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/11/2011,3.13,,,0,0,0,,70,45,,170,160,,10.1,13,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/11/2011,3.8,,,0,0,0,,63,41,,150,160,,15,17.9,1,1,,,,,,,,,,1,,,,,,,1,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/11/2011,2.91,,,1.4,0,0,,61,53,,300,320,,13,17,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/11/2011,14.09,,,0,0,0,,57,39,,290,280,,25.1,34.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/11/2011,10.51,,,0,0,0,,53,34,,240,220,,23.9,36.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/11/2011,9.17,,,0,0,0,,62,36,,200,200,,23.9,33.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/11/2011,11.41,,,0,0,0,,65,55,,220,230,,17.9,25.1,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/11/2011,7.16,,,0,0,0,,71,55,,240,220,,17,25.1,,,,,,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/11/2011,2.68,,,0.92,0,0,,57,53,,340,350,,8.1,12.1,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/11/2011,9.4,,,0.15,0,0,,55,37,,300,320,,17.9,23.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/11/2011,7.38,,,0,0,0,,45,29,,280,260,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/11/2011,10.51,,,0,0,0,,54,28,,220,220,,23,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/11/2011,10.96,,,0,0,0,,64,50,,240,250,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/11/2011,6.93,,,0,0,0,,55,34,,20,20,,16.1,21.9,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/11/2011,3.8,,,0.23,0,0,,47,29,,120,120,,10.1,13,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/11/2011,14.54,,,1.38,0,0,,47,36,,10,10,,23.9,31.1,1,,,,,,,,,,,1,1,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/11/2011,4.7,,,0,0,0,,49,31,,360,10,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/11/2011,5.59,,,0,0,0,,61,30,,250,250,,13,16.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/11/2011,3.8,,,0,0,0,,65,38,,260,270,,12.1,15,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/11/2011,4.25,,,0,0,0,,59,33,,210,230,,14.1,19.9,,,,,,,,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/11/2011,9.4,,,0,0,0,,65,50,,230,240,,21,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/11/2011,6.26,,,0.31,0,0,,65,47,,160,180,,23.9,36,1,,,,,,,,,,,1,1,,1,,,,1,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/11/2011,11.18,,,0.4,0,0,,62,39,,180,180,,32,40,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/12/2011,7.61,,,0,0,0,,49,34,,360,360,,17.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/12/2011,4.47,,,0,0,0,,52,28,,340,350,,17.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/12/2011,4.92,,,0,0,0,,47,32,,360,20,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/12/2011,4.47,,,0,0,0,,54,28,,190,190,,21,25.1,1,1,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/12/2011,4.92,,,0,0,0,,60,36,,190,180,,12.1,13,1,1,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/12/2011,6.93,,,0.23,0,0,,61,48,,230,200,,16.1,21,1,1,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/12/2011,7.16,,,1.55,0,0,,58,46,,20,90,,23,28,,1,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/12/2011,14.32,,,0.75,0,0,,47,32,,320,330,,31.1,42.9,,,,1,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/12/2011,6.71,,,0,0,0,,52,27,,220,210,,21,30,,,,,,,,1,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/12/2011,7.16,,,0.02,0,0,,49,30,,320,350,,15,19.9,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/12/2011,3.58,,,0,0,0,,39,26,,240,310,,8.1,12.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/12/2011,3.8,,,0,0,0,,47,23,,200,200,,13,15,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/12/2011,4.25,,,0,0,0,,48,25,,20,360,,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/12/2011,5.59,,,0,0,0,,46,30,,10,30,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/12/2011,13.65,,,0.12,0,0,,54,40,,210,200,,28,36.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/12/2011,12.97,,,0,0,0,,55,39,,310,320,,29.1,40,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/12/2011,8.5,,,0,0,0,,45,28,,360,30,,17,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/12/2011,10.07,,,0,0,0,,29,16,,360,10,,17.9,23,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/12/2011,8.95,,,0,0,0,,45,14,,220,210,,23.9,36,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/12/2011,5.82,,,0,0,0,,44,28,,350,340,,17.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/12/2011,8.95,,,0.14,0,0,,58,32,,220,220,,23.9,33.1,1,,,,,,,,,,,1,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/12/2011,8.72,,,0.04,0,0,,58,44,,240,240,,42.9,59.9,1,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/12/2011,9.17,,,0.57,0,0,,47,33,,330,330,,17.9,25.1,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/12/2011,8.05,,,0,0,0,,35,20,,350,360,,15,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/12/2011,4.7,,,0,0,0,,42,18,,180,210,,10.1,14.1,,,,,,,,1,,,,,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/12/2011,8.05,,,0,0,0,,46,26,,350,360,,23.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/12/2011,10.29,,,0.49,0,0,,56,24,,170,160,,32,46.1,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/12/2011,14.09,,,0.04,0,0,,57,28,,280,270,,28,38,1,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/12/2011,10.51,,,0,0,0,,33,22,,300,310,,23.9,34.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/12/2011,3.58,,,0,0,0,,53,28,,190,210,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/12/2011,4.92,,,0,0,0,,43,32,,360,360,,12.1,14.1,,,,,,,,1,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/01/2012,8.5,,,0.05,0,0,,54,30,,190,190,,19.9,23,1,,,,,,,,,,,,,,1,,,,1,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/01/2012,10.96,,,0,0,0,,51,30,,260,250,,23.9,31.1,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/01/2012,10.07,,,0,0,0,,31,15,,330,310,,21,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/01/2012,7.83,,,0,0,0,,29,11,,330,340,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/01/2012,8.5,,,0,0,0,,38,22,,300,320,,17,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/01/2012,5.82,,,0,0,0,,53,26,,210,220,,23,28,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/01/2012,5.82,,,0,0,0,,61,30,,230,230,,23,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/01/2012,7.83,,,0,0,0,,45,30,,290,290,,17,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/01/2012,3.58,,,0,0,0,,41,25,,190,180,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/01/2012,6.71,,,0.01,0,0,,47,25,,290,290,,19.9,28,1,,,,,,,,,,,,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/01/2012,5.82,,,0,0,0,,42,28,,100,100,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/01/2012,12.3,,,1.54,0,0,,43,35,,10,10,,25.9,32,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/01/2012,15.66,,,0.05,0,0,,54,28,,230,210,,36,48.1,1,1,,,,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/01/2012,13.2,,,0,0,0,,36,20,,280,270,,21.9,32,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/01/2012,12.75,,,0,0,0,,20,11,,360,350,,21,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/01/2012,6.49,,,0.13,0.3,0,,38,9,,230,220,,19.9,28,1,,,,,,,,,,,1,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/01/2012,9.17,,,0.18,0.1,0,,48,33,,240,220,,17,21.9,1,,,,,,,,,,,1,1,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/01/2012,15.88,,,0,0,0,,52,21,,300,240,,28,44.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/01/2012,6.49,,,0.25,2.5,3,,32,15,,80,120,,13,16.1,,1,,,,,,,,,,1,,,,,1,,,1,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/01/2012,6.93,,,0.02,0.2,3,,30,20,,310,320,,17.9,23,1,,,,,,,,,,,1,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/01/2012,11.18,,,0.41,7.6,2,,28,18,,10,10,,21,25.9,,1,,,,,,,1,,,,,,,,1,,,1,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/01/2012,6.49,,,0,0,6,,30,13,,10,10,,19.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/01/2012,2.91,,,0.18,0,6,,50,26,,200,210,,14.1,17.9,,1,,,,,,,,,,,1,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/01/2012,8.5,,,0.02,0,0,,56,41,,210,200,,17,23.9,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/01/2012,8.28,,,0,0,0,,43,33,,290,310,,17.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/01/2012,4.25,,,0.11,0,0,,41,32,,180,180,,13,15,,,,1,,,,,,,,1,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/01/2012,8.05,,,0.45,0,0,,58,36,,280,280,,28,36,,1,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/01/2012,8.05,,,0,0,0,,46,29,,190,290,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/01/2012,12.3,,,0,0,0,,43,30,,270,280,,19.9,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/01/2012,10.51,,,0,0,0,,40,25,,320,310,,25.1,34.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/01/2012,3.13,,,0,0,0,,56,28,,220,220,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/02/2012,8.05,,,0.02,0,0,,60,32,,240,250,,21,29.1,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/02/2012,8.95,,,0,0,0,,44,32,,10,350,,16.1,21,1,,,,,,,,,,,,1,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/02/2012,10.29,,,0,0,0,,40,25,,360,360,,17,23,,,,,,,,,,,,,1,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/02/2012,8.28,,,0,0,0,,45,28,,280,270,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/02/2012,6.26,,,0,0,0,,38,23,,10,360,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/02/2012,8.05,,,0,0,0,,50,22,,260,260,,19.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/02/2012,8.5,,,0,0,0,,48,26,,310,320,,17.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/02/2012,5.82,,,0,0,0,,36,21,,160,150,,13,15,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/02/2012,5.59,,,0,0,0,,47,24,,320,340,,16.1,21,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/02/2012,7.38,,,0.03,0,0,,50,23,,200,220,,21,25.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/02/2012,8.72,,,0.1,0,0,,39,31,,340,350,,21.9,29.1,1,,,,,,,,,,,1,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/02/2012,17,,,0,0,0,,31,17,,300,290,,30,40,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/02/2012,8.95,,,0,0,0,,43,17,,260,280,,23.9,30,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/02/2012,2.91,,,0,0,0,,43,24,,210,180,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/02/2012,1.79,,,0.01,0,0,,46,33,,310,310,,8.9,12.1,,,,,,,,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/02/2012,4.03,,,0.07,0,0,,45,28,,220,230,,10.1,12.1,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/02/2012,6.26,,,0.02,0,0,,52,30,,300,300,,17,21.9,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/02/2012,9.62,,,0,0,0,,48,28,,270,260,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/02/2012,6.04,,,0,0,0,,47,27,,10,10,,15,17,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/02/2012,12.3,,,0,0,0,,44,26,,360,10,,23,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/02/2012,6.71,,,0.06,0,0,,43,22,,200,190,,21.9,25.1,,,,,,,,1,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/02/2012,8.72,,,0,0,0,,57,34,,240,250,,21,28,,1,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/02/2012,8.5,,,0,0,0,,58,31,,300,280,,23.9,32,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/02/2012,4.47,,,0.48,1.3,0,,41,31,,280,280,,21,28,1,,,1,,,,,,,,,1,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/02/2012,20.58,,,0,0,0,,46,32,,280,260,,36,47,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/02/2012,11.41,,,0,0,0,,41,27,,290,300,,23,33.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/02/2012,8.05,,,0,0,0,,51,22,,210,210,,23.9,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/02/2012,10.29,,,0,0,0,,49,32,,300,300,,29.1,36.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/02/2012,6.04,,,0.7,3.3,0,,40,29,,30,30,,13,16.1,,,,1,,,,,,,,,,,1,,1,,,1,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/03/2012,12.97,,,0.44,0.2,1,,37,26,,10,360,,23,28,,,,1,,,,,,,,,1,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/03/2012,6.93,,,0.04,0,0,,35,25,,360,360,,17.9,23,,,,1,,,,,,,,,,,1,,1,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/03/2012,8.05,,,0.31,0,0,,55,34,,250,240,,21,28,1,,,1,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/03/2012,3.13,,,0,0,0,,44,32,,320,320,,8.9,13,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/03/2012,10.96,,,0,0,0,,41,26,,260,280,,21,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/03/2012,7.61,,,0,0,0,,40,19,,330,290,,15,21.9,,,,,,,,,,,,,,,,,,,,,
